id,period,publication_date,prior_target,advance,scope,resistance,difficulty_score,category,framing_year,solution_year,age_decades,provisional,description,anchor_claim,prior_rationale,advance_rationale,scope_rationale,resistance_rationale,age_rationale,coding_confidence,challenge_policy_version,challenge_audit_status
274,2026-05,2026-05-27,1,2,0,0,3,Difficult,,2026,"",1,"the exact finite threshold g(3,2)=18 for monotone 2-additive triples in permutations. gaiser and horn prove every permutation of [18] has such a triple and display a 17-point counterexample. the paper acknowledges sagemath experiments and counterexample searches and says some sage code was developed with google ai tools, but does not map ai-assisted code to this theorem or witness. published provisionally because the load-bearing role of ai-assisted search, the exact program and independent witness verification remain unresolved.","Every permutation of [18] has a monotone 2-additive subsequence of length three, while the displayed permutation (8,10,12,14,3,5,16,1,7,11,4,17,13,2,9,6,15) shows that 18 is the least possible threshold: g(3,2)=18.",The paper treats the exact finite threshold for monotone 2-additive triples as a determinate classification target.,The matching universal upper result and explicit 17-point lower witness determine the threshold exactly.,The anchor is a fixed finite classification rather than an unbounded substantive family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: determine whether AI-assisted Sage code found or verified the 17-point witness or supported the universal case analysis; inspect and independently replay the exact program and verify novelty. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
40,2026-06,2026-06-04,1,2,0,1,4,Difficult,2025,2026,0.1,0,book ramsey number. . proved +. lean formalization of the upper bound accompanies the paper; lower bound was known. \\,"The book Ramsey number R(B8,B10) equals 37.",The exact quantitative frontier was documented before the AI proof: a 2025 lower bound of 37 and an earlier upper bound of 38 left a one-gap window.,The new upper bound matches the known lower bound and therefore determines the exact Ramsey number.,This is one fixed Ramsey-number instance rather than a uniform family or worst-case guarantee.,"Independent prior works directly bounded this same instance from above and below, including Rousseau-Sheehan's 1978 upper theorem and Lidicky et al.'s 2025 lower bound.","The precise one-gap target existed by 2025 and was closed in 2026, about 0.1 decades.",high,0.1.0,pending_v1_audit
45,2026-07,2026-07-01,1,2,1,0,4,Difficult,2025,2026,0.1,0,equivariant fixed-level demailly identity. the fixed-level equivariant tian alpha invariant equals the fixed-level equivariant global log canonical threshold in full generality. proved. chatgpt 5.5 pro and danus assisted; the authors verified the proof.,"For every Fano manifold, compact subgroup and basepoint-free level, the fixed-level equivariant Tian alpha invariant equals the corresponding equivariant global log canonical threshold.",Jin and Rubinstein stated the exact fixed-level equality as Problem 1.2 in 2025.,The theorem answers the equality question affirmatively in full generality rather than only in the previously known toric case.,"The result is uniform over arbitrary compact complex manifolds, basepoint-free line bundles and compact group actions.","The toric theorem is one documented partial result, but the source does not establish two independent attacks on the exact general question.","The 2025 question was answered in 2026, an elapsed one year or 0.1 decades.",high,0.1.0,pending_v1_audit
46,2026-07,2026-07-02,1,2,1,0,4,Superhuman,2010,2026,1.6,0,homeomorphism classification for hilbertian-ball relatives. all nontrivial spaces in the parameterized family are homeomorphic to the hilbertian ball. proved. chatgpt 5.5 found the solution; the author checked and presented it.,"All nontrivial spaces B(kappa,a,b) considered by Aviles and Kalenda are homeomorphic to the Hilbertian ball B(kappa).",Aviles and Kalenda's 2010 problem collection asks the corresponding homeomorphism questions for these spaces.,The paper gives a complete affirmative classification across the nontrivial parameter cases.,"The conclusion ranges over the full parameter family, including arbitrary relevant cardinals and exponents.","Related earlier topology results are cited, but two independent attacks on this exact all-parameter classification are not documented.","The 2010 questions were settled in 2026, an elapsed 16 years or 1.6 decades, so the complete nonprovisional result receives the duration override.",high,0.1.0,pending_v1_audit
47,2026-07,2026-07-03,1,2,1,1,5,Superhuman,2011,2026,1.5,0,"signed basic adjoint relationship uniqueness. finite-signed uniqueness holds for stable harrison-reiman data with a nonsingular m-matrix, while a structural obstruction appears in the larger completely-s class. proved and disproved. chatgpt-assisted proof, verified by the authors.","Finite signed BAR tuples uniquely determine the stationary distribution for stable Harrison-Reiman nonsingular-M-matrix data, but the analogous statement fails in the larger completely-S class.","Dai and Dieker formulated the signed BAR question in 2011, within a BAR uniqueness program dating to Dai and Harrison's 1991 and 1992 work.","The positive theorem closes the signed uniqueness question throughout the Harrison-Reiman class, and the obstruction sharply identifies why the natural extension fails.",The theorem applies uniformly to all stable data in the stated matrix class rather than to a fixed reflected diffusion.,"The Dai-Harrison and Dai-Dieker lines provide multiple published, methodologically distinct attacks on BAR uniqueness; this point is conservative only if the earlier work is judged too broad for the signed target.","Using the exact signed formulation, the 2011 target was resolved in 2026 after 15 years or 1.5 decades, triggering the duration override.",medium-high,0.1.0,pending_v1_audit
48,2026-07,2026-07-04,1,2,1,0,4,Difficult,2022,2026,0.4,0,k-polystable toric fano varieties with small alpha invariants. an explicit family realizes alpha equal to 2/(2n+1) in every dimension n at least two. proved construction. chatgpt 5.5 pro and danus assisted; humans verified it.,"For every integer n at least two, there exists a K-semistable Q-Fano variety with alpha invariant strictly between 1/(n+1) and 1/n.",Liu and Zhuang stated this exact Q-Fano existence problem as Question 1.5(1) in 2022.,The toric K-polystable family supplies an example in every requested dimension and completely answers the Q-Fano question.,The construction works uniformly for every dimension n at least two.,The source does not document two independent attempts on this exact Q-Fano existence question.,"The 2022 question was answered in 2026, an elapsed four years or 0.4 decades.",high,0.1.0,pending_v1_audit
49,2026-07,2026-07-05,1,2,0,0,3,Difficult,2022,2026,0.4,0,slope-unstable bundle with 1-homogeneous projectivization. an explicit bundle on the projective plane answers fulger and langer's existence question. proved construction. chatgpt 5.5 pro and danus assisted; humans verified it.,There exists a slope-unstable vector bundle on a complex projective surface whose projectivization has the required 1-homogeneity property.,Fulger and Langer posed the exact surface existence question as Question 2(2) in 2022.,The bundle T(P2)(-1) direct-sum O on the projective plane is a complete witness to the existence question.,The disproof or existence claim rests on one explicit surface and bundle rather than a uniform general class.,No two independent prior attacks on this exact existence question are documented.,"The 2022 question was answered in 2026, an elapsed four years or 0.4 decades.",high,0.1.0,pending_v1_audit
50,2026-07,2026-07-06,1,2,1,0,4,Difficult,2026,2026,0.0,0,"two questions on saturated filtrations. monotone d1 convergence fails by an explicit counterexample, while the relevant metric space is contractible for every noetherian analytically irreducible local domain. disproved and proved. the main result was obtained by chatgpt 5.5 pro and danus.","Qi's monotone d1-convergence question has a counterexample, whereas Qi's contractibility question has an affirmative answer for every Noetherian analytically irreducible local domain.",Qi published both exact questions as Questions 6.5 and 6.6 in 2026.,"The paper completely answers both yes-or-no questions, one negatively and one affirmatively.","Although the counterexample is fixed, the affirmative contractibility theorem ranges over every domain in the stated general class.","The questions were newly posed, and the record does not establish two independent prior attempts or a controlled low solve rate.","Both questions and their solutions appeared in 2026, so the rounded historical age is 0.0 decades.",high,0.1.0,pending_v1_audit
51,2026-07,2026-07-06,1,2,1,0,4,Difficult,2026,2026,0.0,0,odd-dimensional rank bound for abelian p-group actions. a family of smooth calabi-yau counterexamples disproves moraga's proposed extension. counterexample. mostly ai-generated and human-verified.,Moraga's proposed odd-dimensional rank bound for faithful abelian p-group actions on smooth Calabi-Yau varieties is false.,Moraga's exact odd-dimensional extension was recorded publicly by Kollar and Zhuang in 2026.,The construction completely refutes the universal odd-dimensional claim.,"Beyond the main p=5 witness, the paper extends the construction to every odd prime p, supplying an unbounded family rather than a lone instance.",The newly recorded conjecture has no documented pair of independent prior attacks or controlled low-success evaluation.,"The recorded conjecture and counterexample both date to 2026, for a rounded age of 0.0 decades.",medium-high,0.1.0,pending_v1_audit
52,2026-07,2026-07-07,0,1,1,0,2,Expected,,2026,"",0,"stable phase retrieval for spans of independent random variables. the paper gives a complete characterization and a partially llm-generated alternative proof, with lean autoformalization. proved. the exact conjecture appears to have been communicated privately rather than publicly framed before this work.",The paper characterizes stable phase retrieval for spans of independent centered real random variables.,"The exact conjecture is described as privately communicated and is first documented in this paper, so the strict public-prior-target criterion is not met.","The characterization is a material new theorem, but without a qualifying public prior target it receives the new-result score rather than the complete-target score.",The result covers a general unbounded class of spans of independent centered random variables.,No two independent public attacks on the exact characterization and no controlled target-specific low solve rate are documented.,"No defensible public pre-solution framing date for the exact conjecture was found, so historical age is left unassigned.",medium,0.1.0,pending_v1_audit
2,2026-07,2026-07-09,1,2,1,1,5,Superhuman,1973,2026,5.3,0,Cycle Double Cover Conjecture. Every finite loopless bridgeless undirected multigraph has a multiset of cycles covering every edge exactly twice. The AI-generated proof now has a public Lean formalization and independent expert expositions by Jim Geelen and Sang-il Oum.,Cycle Double Cover Conjecture: every finite bridgeless graph has a multiset of cycles covering every edge exactly twice.,"Szekeres stated the exact conjecture in 1973, with Seymour independently formulating it in 1979.",The announced proof claims to establish the full conjecture for every finite bridgeless graph.,"The conclusion is uniform over the general, unbounded class of finite bridgeless graphs.","The independent 1973 and 1979 formulations were followed by many distinct partial-result programs and surveys, amply satisfying the two-prior-attempt criterion.","The 2026 proof comes 53 years, or 5.3 decades, after Szekeres's 1973 framing. Formal verification and two independent specialist expositions remove the baseline's provisional hold.",high,0.1.0,pending_v1_audit
53,2026-07,2026-07-09,0,1,1,0,2,Expected,,2026,"",0,triangle characterization of affine permutation inversion graphs. a local weighted-triangle condition yields a new characterization and an O(|R|+n^3) recognition algorithm. proved. chatgpt suggested key simplifying insights.,"Affine permutation inversion graphs admit the paper's local triangle characterization, yielding efficient recognition algorithms.","Papi's earlier characterization supplies background, but no source predating this work poses the exact local-triangle characterization or stated algorithmic target.","The characterization and recognition algorithm are material new results, without a qualifying exact prior target.",The theorems range over all affine permutation inversion graphs and inversion sets rather than a fixed graph.,No two prior attacks on this exact characterization or controlled low-success experiment are documented.,"No defensible pre-solution framing date for the exact target was found, so historical age is not assigned.",high,0.1.0,pending_v1_audit
54,2026-07,2026-07-09,1,2,1,1,5,Superhuman,1976,2026,5.0,0,"real sum-product conjecture. seven independently generated proofs disprove the conjecture over the reals, following the first human disproof in 2026. gpt-5.5 pro autonomously generated correct proofs in seven of eight predeclared trials; the author verified them and released the code, intermediate outputs and proofs. counted as one bounded independent proof package, not as the first solution.","There is a constant c>0 and arbitrarily large finite sets A of real numbers for which both the sumset and product set have size at most |A|^(2-c), disproving the real Erdős-Szemerédi sum-product conjecture.","Erdős formulated the real sum-product target in 1976, and Erdős and Szemerédi later published the standard precise conjecture.","Each verified proof gives a complete disproof of the conjectured near-quadratic lower bound, although a human disproof appeared first in 2026.",The construction supplies arbitrarily large real sets and therefore an unbounded family rather than one finite witness.,Several independent lines of sum-product research pursued the exact real conjecture before 2026; the seven-of-eight model success rate is recorded but does not itself earn this point under the controlled-comparison threshold.,The 1976 framing was disproved in 2026 after 50 years or 5.0 decades; this independent non-provisional proof package meets the duration override.,high,0.1.0,pending_v1_audit
55,2026-07,2026-07-10,0,1,1,0,2,Expected,,2026,"",0,"garding's theorem for posynomials. zero-freeness of a homogeneous posynomial on a product of right half-planes implies concavity of its degree-normalized root, with fractional log-concavity consequences. proved in an author-checked ai interaction.",The Gårding concavity conclusion extends from homogeneous polynomials to homogeneous posynomials with arbitrary nonnegative real exponents.,The paper presents this extension as a new theorem rather than the resolution of an exact public conjecture.,"It establishes a substantive general theorem and consequences, but does not settle a qualifying prior sharp target.",The theorem applies uniformly to arbitrary finite positive sums of monomials with nonnegative real exponents satisfying the zero-free hypothesis.,No two independent attempts on this exact posynomial extension or controlled low-success evaluation are documented.,"No qualifying pre-solution framing date was identified, so historical age is unassigned.",high,0.1.0,pending_v1_audit
56,2026-07,2026-07-13,1,2,1,0,4,Difficult,2023,2026,0.3,0,type d asep long-time asymptotics. the paper proves the predicted gue tracy-widom current and tagged-position marginals and additional correlated and uncorrelated limits. proved. claude and fable wrote the body; lean formalization and manual verification accompany it.,The type D ASEP current and tagged-position marginals have the GUE Tracy-Widom fluctuations predicted in 2023.,Blyschak and collaborators explicitly predicted the Tracy-Widom behavior for the type D ASEP in 2023.,The direct marginal theorem proves the predicted limiting law rather than merely strengthening partial evidence.,"The result applies across the model's parameter and species family, not to one fixed finite process instance.",The cited 2023 conjecturing work is one exact-target line; two independent prior attacks are not documented.,"The 2023 prediction was proved in 2026, an elapsed three years or 0.3 decades.",high,0.1.0,pending_v1_audit
57,2026-07,2026-07-13,1,2,1,1,5,Superhuman,2006,2026,2.0,0,"benjamini-hochberg under correlated two-sided gaussian tests. explicit factor models show that the procedure can exceed its nominal false-discovery rate. counterexample family. gpt-5.6 generated the proof, example and code; the author checked them with rigorous interval arithmetic.",The Benjamini-Hochberg procedure does not always control the false discovery rate for arbitrarily correlated two-sided Gaussian tests.,"The universal-control conjecture was investigated explicitly from Farcomeni's 2006 work onward, with later papers and numerical evidence treating the same target.",A rigorously certified family with FDR above 0.0104 at nominal level 0.01 completely disproves the universal claim.,The construction works for all sufficiently large problem sizes within a parameterized Gaussian factor-model family.,Multiple independent theoretical and simulation-based investigations from 2006 onward directly tested the same arbitrary-correlation claim.,"Using the earliest explicit 2006 investigation, the 2026 disproof follows after 20 years or 2.0 decades and receives the duration override.",high,0.1.0,pending_v1_audit
58,2026-07,2026-07-13,1,2,1,1,5,Difficult,1980,2026,4.6,1,"erdos problem 421. a prime-gap greedy construction claims a density-one increasing sequence whose products over distinct consecutive blocks are all different. claimed proof +. gpt-5.6 sol supplied the successful argument after earlier unsuccessful model attempts; an independent public reconstruction expands and audits the proof. counted at the 13 july proof date, while the official problem page remained open and specialist review was pending.",There exists a density-one increasing sequence of positive integers in which products over any two distinct consecutive index intervals are unequal.,Erdos and Graham published the exact density-one distinct-consecutive-products question in 1980 as the problem now catalogued as Erdos Problem 421.,"The proposed construction attains natural density one and, if correct, completely answers the stated existence question rather than merely improving the earlier positive-density bound.","The witness is an infinite density-one sequence, and the distinctness guarantee is uniform over all pairs of consecutive index intervals.","Selfridge's earlier construction reached only density above 1/e minus epsilon, and later independent heuristic, greedy, random-thinning, and conditional-construction attempts directly addressed the density-one target before the claimed proof.","The 1980 question was claimed solved in 2026, an elapsed 46 years or 4.6 decades, but provisional status prevents the Superhuman override.",medium,0.1.0,pending_v1_audit
59,2026-07,2026-07-14,1,2,1,0,4,Difficult,2024,2026,0.2,0,"witten zeta leading residue. au's gamma-product-shape conjecture is proved uniformly for irreducible crystallographic root systems, with an explicit residue and representation-count asymptotic. proved +. the manuscript says codex gpt-5.6 generated all derivations, proofs, exposition, code, and publication materials; the author independently checked the mathematics and supplied symbolic checks. counted at the 14 july v1 date, not the 22 july revision.","For every irreducible crystallographic root system Phi, Au's normalized Witten zeta function has a simple pole at 2/h with the paper's closed gamma-product residue, proving Au's Conjecture 1.3.","Au precisely stated the gamma-product-shape conjecture for the leading residue in 2024, before the AI-generated proof.",The residue formula proves the conjecture for every irreducible crystallographic root system and therefore closes the full stated target.,The theorem is uniform over the general family of all irreducible crystallographic root systems and supplies a representation-count asymptotic for every simple type.,"Au's low-rank calculations and subsequent development motivate the conjecture, but the record does not document two independent pre-solution attacks on the exact universal residue formula or a qualifying controlled solve-rate experiment.","The 2024 conjecture was proved in 2026, an elapsed two years or 0.2 decades, below the one-decade override threshold.",medium,0.1.0,pending_v1_audit
60,2026-07,2026-07-14,1,1,1,0,3,Difficult,1996,2026,3.0,0,"derivative-free convex optimization. a near-quadratic deterministic exact-value lower bound closes the polynomial dimension gap at accuracy of order d^-1/2, up to logarithmic factors. improved lower bound +. gpt-5.6 sol pro produced the initial proof and the author verified and refined it; a weaker-accuracy precursor is formalized in lean, while the main d^-1/2 refinement is not.","At accuracy Theta(d^-1/2), deterministic exact-value minimization of convex 1-Lipschitz functions on the d-dimensional Euclidean ball requires Omega(d^2/log(d+1)) queries.","Protasov's 1996 exact-value upper bound created the public near-quadratic frontier, and later work explicitly recorded that a comparable value-only lower bound was unknown.","The theorem improves the applicable lower bound from linear to near-quadratic and closes the polynomial gap, but logarithmic factors remain between the lower and upper bounds, so it is not a sharp settlement.",The lower bound is a worst-case guarantee uniform over an unbounded family of dimensions and all deterministic exact-value algorithms in the stated convex-function class.,"The literature documents the 1996 upper bound and one later statement of the missing lower bound, but not two independent pre-solution attempts at this exact value-oracle lower-bound target or a qualifying controlled comparison.","The quantitative gap dates from Protasov's 1996 upper bound and was narrowed in 2026, an elapsed 30 years or 3.0 decades; an improvement rather than a sharp settlement cannot receive the override.",high,0.1.0,pending_v1_audit
61,2026-07,2026-07-14,1,2,1,0,4,Superhuman,1969,2026,5.7,0,"erdos problem 793. the paper determines the second-order constant for strongly 2-primitive subsets as 27/2; public attribution credits gpt-5.6 sol with the central construction. the official problem record now marks the result proved in lean, and a pinned public lean source states the exact 27/2 limit from an explicit prime-number-theorem axiom. the formal source was inspected as untrusted text but not executed or independently replayed.","For strongly 2-primitive subsets of {1,...,n}, F(n)=pi(n)+(27/2+o(1))n^(2/3)/(log n)^2.","Erdos posed the existence and value of the second-order constant in 1969, with the exact question now catalogued as Erdos Problem 793.",The claimed asymptotic identifies the constant as 27/2 and therefore completely answers the stated second-term question.,"The result is an asymptotic theorem for the unbounded parameter n, not a fixed finite computation.","Erdos's original two-sided order bounds and the broader strongly primitive-set literature show substantial background, but the audited sources do not establish two independent pre-solution attacks on the exact second-order constant or a qualifying controlled solve-rate experiment.","The 1969 target was solved in 2026, an elapsed 57 years or 5.7 decades; with prior_target=1, advance=2 and non-provisional status, the legacy duration override applies.",high,0.1.0,pending_v1_audit
229,2026-07,2026-07-14,0,1,1,0,2,Expected,,2026,"",1,performance evaluation of branch-free fused multiply-add algorithms. Claude Code Opus 4.8 constructed the proposed FMA algorithms. Published provisionally because the exact unresolved checks remain material: Resolve exact human allocation and independently replay the verifier artifacts.,"v5 reports branch-free double-, triple- and quadruple-word FMA algorithms with mechanical FPANVerifier error/precondition/output verification.",No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Resolve exact human allocation and independently replay the verifier artifacts. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
41,2026-07,2026-07-15,0,1,0,0,1,Expected,,2026,"",0,ap\'ery's constant and chemical reaction networks. is crn-computable via a machine-checked construction from its holonomic generating function. proved +. no admitted gaps; very recent july preprint. \\,Apery's constant zeta(3) is CRN-computable via the paper's unconditional Fermi-Dirac integral construction.,The paper presents zeta(3) as a newly selected interesting target; no source predating this work is identified as posing the exact CRN-computability question.,"This is a genuine new theorem, but without a documented prior target it receives the material-new-result score rather than the complete-target score.","The theorem constructs a computation for one fixed constant, not a uniform theorem for an unbounded class; the holonomic-series route is explicitly not the unconditional exact construction.",No two prior attacks on the exact zeta(3) CRN-computability target and no controlled low-success experiment are documented.,"No defensible pre-solution framing date for this exact target was found, so historical age and the override are not assigned.",high,0.1.0,pending_v1_audit
62,2026-07,2026-07-15,1,2,1,0,4,Difficult,2024,2026,0.2,0,"online beck-fiala down to logarithmic sparsity. an efficient online algorithm attains optimal-order prefix discrepancy in the stated regime and resolves the online prefix spencer conjecture. proved. chatgpt generated the proof with author guidance, checking and rewriting.",The Online Prefix Spencer Conjecture holds: an efficient online algorithm achieves the required prefix-discrepancy bound in the Spencer setting.,"Kulkarni, Reis and Rothvoss stated the exact Online Prefix Spencer Conjecture in 2024.",The corollary establishes the conjectured all-instance result; the stronger Beck-Fiala theorem extends the valid regime to logarithmic sparsity.,The guarantee is uniform over all matrices and online sequences satisfying the stated sparsity parameters.,The exact Spencer target has one documented conjecturing source; the broader related literature does not establish a second independent attack on that exact formulation.,"The 2024 conjecture was resolved in 2026, an elapsed two years or 0.2 decades.",high,0.1.0,pending_v1_audit
230,2026-07,2026-07-15,1,2,0,0,3,Difficult,,2026,"",1,on some structural properties of graphs with non-negative resistance curvature. ChatGPT edited and generated an LP used to computer-search/verify the Thomassen-graph claim in Theorem 5. Published provisionally because the exact unresolved checks remain material: Pin LP-to-theorem mapping and independently replay the search/verification.,"The paper reports a nontraceable resistance-positive Thomassen graph and resistance-nonnegative Cartesian products with paths, including a counterexample to a Fiedler expectation.","The source identifies a public conjecture, question, or quantitative frontier predating the reported result.","The source reports a complete affirmative or negative resolution, exact classification, or matching endpoint for the bounded anchor.","The anchor is conservatively treated as a fixed construction, example, or bounded instance.",The coded sources do not establish the strict resistance criterion for this exact target.,Further checking required: Pin LP-to-theorem mapping and independently replay the search/verification. Keep provisional and do not assign the Superhuman override.,medium,0.1.0,pending_v1_audit
63,2026-07,2026-07-16,1,1,1,1,4,Difficult,2022,2026,0.4,0,shifted s-templates and schur numbers. a new recurrence improves the classical construction and raises listed lower bounds for s(8) and s(13). improved construction. shifted templates were discovered with chatgpt and then refined and verified.,The recurrence S(k+2) at least 10 S(k)+2 improves the previous same-step recurrence and yields stronger Schur-number lower bounds.,"The published Schur-number lower-bound tables and construction recurrences provide an explicit quantitative frontier, conservatively dated to the immediately superseded 2022 records.","The construction materially improves the recurrence and several lower bounds, but it neither proves optimality nor determines the corresponding Schur numbers.",The recurrence applies uniformly for all k and therefore propagates over an unbounded family.,"Independent template, SAT and combinatorial-construction programs have repeatedly attacked the same Schur-number lower-bound frontier.","Using the conservative immediate-frontier date of 2022, the 2026 improvement follows after four years or 0.4 decades; no override applies to a non-sharp improvement.",high,0.1.0,pending_v1_audit
64,2026-07,2026-07-16,1,2,0,1,4,Superhuman,1980,2026,4.6,0,"full replica symmetry breaking for the zero-temperature sherrington-kirkpatrick model. the parisi minimizer is absolutely continuous with smooth density and full support on [0,1). proved. first posted on aixiv; the arxiv successor was generated by chatgpt 5.6, human-verified, with conditional lean checks of main theorems.","The zero-temperature Sherrington-Kirkpatrick model exhibits full replica symmetry breaking, with a smooth absolutely continuous Parisi minimizer supported on the full interval [0,1).","Parisi's circa-1980 solution predicted full replica symmetry breaking for the SK model, providing the longstanding precise physical target.","The paper rigorously establishes the full zero-temperature structure, going beyond the earlier infinite-support partial result.","The theorem concerns the one fixed zero-field Sherrington-Kirkpatrick model, so it does not receive the separate general-class point.","Independent zero-temperature numerical and analytical work by Oppermann and Sherrington and the rigorous infinite-step result of Auffinger, Chen and Zeng directly attacked the full-RSB target.","The circa-1980 prediction was proved in 2026, an elapsed 46 years or 4.6 decades, so the complete nonprovisional result receives the duration override.",medium-high,0.1.0,pending_v1_audit
65,2026-07,2026-07-17,0,1,1,0,2,Expected,,2026,"",0,"dimension-invariant uniform consistency for spatial distribution and depth estimators. a whole-space l1 rate depends only on sample size, not ambient dimension. proved. the result originated in a chatgpt 5.4 conversation.",The empirical spatial distribution function and its plug-in spatial-depth estimator are uniformly L1-consistent on R^d at a dimension-independent rate.,"Earlier work treated compact subsets under additional assumptions, but no source was found that posed this exact whole-space dimension-free rate as a public target.","The result is a material new statistical theorem, without a qualifying prior conjecture or sharp benchmark.",The bound is uniform over the whole space and every ambient dimension rather than a fixed data set or dimension.,The source does not document two independent attempts on the exact dimension-free whole-space theorem or a controlled low solve rate.,"No exact public pre-solution framing date was found, so historical age is not assigned.",high,0.1.0,pending_v1_audit
270,2026-07,2026-07-18,1,2,1,1,5,Superhuman,2004,2026,2.2,0,crouzeix's conjecture for complex matrices. shanmu jin's first-public repository and superseding v4 preprint report the sharp constant-2 spectral-set theorem in every finite dimension. the preprint specifically attributes the central scaled-conjugate-eigenvalue and origin sampling idea in the matrix herglotz-kernel argument to openai chatgpt. jin's repository reports a lean formalization and computational and adversarial audits; lorist and schwenninger independently published an alternative bounded-operator proof that corroborates and generalizes the same finite-dimensional claim. this automation did not execute or replay formal artifacts.,"For every n-by-n complex matrix A, every polynomial p satisfies ||p(A)|| at most 2 max over z in W(A) of |p(z)|; the same estimate holds for functions holomorphic near W(A), so W(A) is a 2-spectral set and the universal constant 2 is sharp.",Crouzeix formulated the exact universal constant-2 numerical-range spectral-set conjecture in 2004.,The source reports a complete affirmative resolution with the conjectured sharp universal constant.,The theorem applies uniformly to complex matrices of every finite dimension and the stated holomorphic functional calculus.,Multiple published special-class results and successive universal bounds document independent sustained attacks on the exact conjecture.,The 2004 conjecture is reported solved in 2026 after 22 years or 2.2 decades; under legacy policy 0.1.0 the nonprovisional P1/A2 record receives the duration override.,high,0.1.0,pending_v1_audit
44,2026-07,2026-07-20,1,2,0,1,4,Superhuman,1939,2026,8.7,0,"Jacobian Conjecture. An explicit polynomial map from C^3 to C^3 has constant nonzero Jacobian determinant but is not injective, disproving the unrestricted conjecture in dimension three and hence every higher dimension. Independent exact symbolic checks and subsequent mathematical analyses verify the announced map.",An explicit three-dimensional polynomial map with constant nonzero Jacobian determinant and multiple preimages disproves the unrestricted Jacobian Conjecture in every dimension at least three.,"Keller framed the Jacobian Conjecture in 1939, and the announced map directly targets its dimension-three case.","If validated, one explicit noninjective constant-Jacobian map completely disproves the universal conjecture in dimensions three and above.","The claim is witnessed by one explicit polynomial map, so it does not receive the separate general-scope point even though standard extension propagates the consequence to higher dimensions.","The Jacobian Conjecture has multiple independent reduction, special-case, and attempted-solution literatures spanning decades, well beyond the two-attempt threshold.","The 2026 counterexample comes 87 years, or 8.7 decades, after Keller's 1939 framing. Multiple independent exact checks remove the baseline's provisional hold.",medium,0.1.0,pending_v1_audit
66,2026-07,2026-07-20,1,1,1,0,3,Difficult,2024,2026,0.2,0,stochastic multi-gradient descent convergence. the squared pareto-stationarity rate improves from approximately t to the minus one quarter to approximately t to the minus one under the same setting. improved bound. chatgpt supplied the initial proof strategy; the author verified and reorganized it.,"Under the same smooth nonconvex stochastic multi-objective assumptions, SMG attains a squared Pareto-stationarity rate of approximately O(T^-1), improving the prior O(T^-1/4) guarantee.",Chen and collaborators' 2024 theorem gives an explicit best-known O(T^-1/4) quantitative frontier in the same setting.,The new analysis substantially improves the rate but does not prove it optimal or match a lower bound.,The guarantee applies uniformly to the general class of smooth nonconvex stochastic multi-objective problems satisfying the assumptions.,"One exact prior analysis is documented, but not two independent attacks on the same rate target.","The 2024 quantitative frontier was improved in 2026, an elapsed two years or 0.2 decades.",high,0.1.0,pending_v1_audit
67,2026-07,2026-07-21,1,2,0,0,3,Superhuman,2014,2026,1.2,0,strong log-concavity of chernoff's density. a fully analytic proof establishes the 2014 balabdaoui-wellner conjecture. proved. gpt-5.6 sol generated the entire proof through several attempts.,Chernoff's density is strongly log-concave.,Balabdaoui and Wellner stated the exact strong-log-concavity conjecture in 2014.,"The proof establishes the conjecture completely, including a uniform positive curvature bound.",The theorem concerns one fixed named probability density rather than a general class of densities.,"The original paper supplied numerical evidence, but two independent prior attacks on the exact conjecture are not documented.","The 2014 conjecture was proved in 2026 after 12 years or 1.2 decades, triggering the duration override.",high,0.1.0,pending_v1_audit
68,2026-07,2026-07-21,1,2,1,0,4,Superhuman,2006,2026,2.0,0,"mod 4 kawauchi conjecture. the conway polynomial of every amphicheiral knot has the required factorization modulo four, with a stronger integral statement. proved. developed in an extended claude conversation and fully verified by conant.","For every amphicheiral knot K, its Conway polynomial is congruent modulo 4 to f(z)f(-z) for an integer polynomial f.",Conant formulated the equivalent exact mod-4 conjecture in 2006.,The paper closes the remaining general case and proves an integral statement stronger than the required congruence.,The theorem applies uniformly to every amphicheiral knot.,"A published special-case verification and reduction form one sustained line, but the record does not establish two independent attacks on the exact mod-4 conjecture.","The 2006 conjecture was proved in 2026 after 20 years or 2.0 decades, so the duration override applies.",high,0.1.0,pending_v1_audit
